time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-31 00:00:00+00:00,10,6,6,6
2026-04-01 00:00:00+00:00,4,4,0,0
2026-04-02 00:00:00+00:00,10,6,2,2
2026-04-03 00:00:00+00:00,30,20,4,4
2026-04-04 00:00:00+00:00,17,9,5,3
2026-04-05 00:00:00+00:00,8,4,6,5
2026-04-06 00:00:00+00:00,12,8,5,4
2026-04-07 00:00:00+00:00,11,6,4,4
2026-04-08 00:00:00+00:00,21,8,4,2
2026-04-09 00:00:00+00:00,30,10,3,2
2026-04-10 00:00:00+00:00,24,8,8,6
2026-04-11 00:00:00+00:00,10,5,6,6
2026-04-12 00:00:00+00:00,29,7,7,4
2026-04-13 00:00:00+00:00,17,5,9,3
