url_path,views_total,views_unique
/Swiple/swiple,44,30
/Swiple/swiple/blob/main/backend/Dockerfile,34,14
/Swiple/swiple/tree/main/backend,21,4
/Swiple/swiple/tree/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend,15,2
/Swiple/swiple/tree/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app,15,1
/Swiple/swiple/tree/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/api/api_v1/endpoints,11,1
/Swiple/swiple/tree/main/docker,10,3
/Swiple/swiple/tree/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/core/actions,9,1
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/Dockerfile,8,3
/Swiple/swiple/tree/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/worker,8,1
