time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-10 00:00:00+00:00,5,2,14,2
2024-03-11 00:00:00+00:00,2,2,36,5
2024-03-12 00:00:00+00:00,1,1,14,9
2024-03-13 00:00:00+00:00,1,1,18,8
2024-03-14 00:00:00+00:00,1,1,36,8
2024-03-15 00:00:00+00:00,1,1,26,3
2024-03-16 00:00:00+00:00,1,1,57,3
2024-03-17 00:00:00+00:00,1,1,3,2
2024-03-18 00:00:00+00:00,2,2,5,3
2024-03-19 00:00:00+00:00,1,1,3,2
2024-03-20 00:00:00+00:00,1,1,67,3
2024-03-21 00:00:00+00:00,2,2,10,3
2024-03-22 00:00:00+00:00,1,1,9,6
2024-03-23 00:00:00+00:00,1,1,29,5
