url_path,views_total,views_unique
/Swiple/swiple,67,44
/Swiple/swiple/blob/main/backend/Dockerfile,34,13
/Swiple/swiple/tree/main/backend,17,5
/Swiple/swiple/tree/main/backend/app,10,2
/Swiple/swiple/blob/main/docker-compose.yaml,9,4
/Swiple/swiple/tree/main/docker,8,3
/Swiple/swiple/pull/39,7,2
/Swiple/swiple/blob/main/backend/pyproject.toml,6,3
/Swiple/swiple/tree/main/docs/docs,6,1
/Swiple/swiple/tree/main/backend/tests,5,1
