url_path,views_total,views_unique
/Swiple/swiple,29,21
/Swiple/swiple/tree/main/backend/app,17,1
/Swiple/swiple/blob/main/backend/Dockerfile,10,5
/Swiple/swiple/tree/main/backend,8,2
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/api/api_v1/auth_router.py,6,1
/Swiple/swiple/tree/main/backend/app/core,6,1
/Swiple/swiple/blob/main/README.md,5,2
/Swiple/swiple/tree/main/backend/app/scripts,4,1
/Swiple/swiple/blob/main/backend/main.py,3,1
/Swiple/swiple/tree/main/backend/app/models,3,1
