time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-30 00:00:00+00:00,3,3,22.0,7.0
2024-01-31 00:00:00+00:00,3,3,12.0,7.0
2024-02-01 00:00:00+00:00,4,3,21.0,7.0
2024-02-02 00:00:00+00:00,3,3,18.0,3.0
2024-02-03 00:00:00+00:00,2,2,7.0,5.0
2024-02-04 00:00:00+00:00,1,1,,
2024-02-05 00:00:00+00:00,1,1,5.0,3.0
2024-02-06 00:00:00+00:00,3,3,67.0,7.0
2024-02-07 00:00:00+00:00,1,1,48.0,8.0
2024-02-08 00:00:00+00:00,2,2,40.0,8.0
2024-02-09 00:00:00+00:00,3,3,11.0,2.0
2024-02-10 00:00:00+00:00,1,1,,
2024-02-11 00:00:00+00:00,1,1,,
2024-02-12 00:00:00+00:00,1,1,30.0,4.0
