time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-26 00:00:00+00:00,21.0,3.0,64,5
2023-02-27 00:00:00+00:00,4.0,2.0,118,12
2023-02-28 00:00:00+00:00,5.0,3.0,151,7
2023-03-01 00:00:00+00:00,10.0,5.0,43,12
2023-03-02 00:00:00+00:00,22.0,4.0,49,8
2023-03-03 00:00:00+00:00,10.0,2.0,92,11
2023-03-04 00:00:00+00:00,3.0,3.0,1,1
2023-03-05 00:00:00+00:00,58.0,3.0,98,4
2023-03-06 00:00:00+00:00,39.0,5.0,144,12
2023-03-07 00:00:00+00:00,2.0,2.0,23,9
2023-03-08 00:00:00+00:00,10.0,4.0,43,7
2023-03-09 00:00:00+00:00,3.0,2.0,10,5
2023-03-10 00:00:00+00:00,2.0,2.0,41,5
2023-03-11 00:00:00+00:00,,,3,2
