url_path,views_total,views_unique
/Swiple/swiple,18,15
/Swiple/swiple/blob/main/backend/Dockerfile,15,12
/Swiple/swiple/tree/main/backend,3,3
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/celery_worker.py,3,1
/Swiple/swiple/blob/main/LICENSE.md,2,2
/Swiple/swiple/releases,2,2
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/worker/app.py,2,1
/Swiple/swiple/pulls,2,1
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/main.py,1,1
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/settings.py,1,1
