url_path,views_total,views_unique
/Swiple/swiple,55,18
/Swiple/swiple/tree/main/backend,19,10
/Swiple/swiple/tree/main/frontend,17,3
/Swiple/swiple/tree/main/backend/app,16,7
/Swiple/swiple/search,15,2
/Swiple/swiple/blob/main/frontend/.env.production,8,2
/Swiple/swiple/blob/main/backend/Dockerfile,7,6
/Swiple/swiple/tree/main/frontend/src,7,3
/Swiple/swiple/tree/main/.github,6,3
/Swiple/swiple/blob/main/docker-compose-non-dev.yaml,6,2
