time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-07 00:00:00+00:00,2,2,22.0,7.0
2024-05-08 00:00:00+00:00,1,1,35.0,10.0
2024-05-09 00:00:00+00:00,5,2,73.0,4.0
2024-05-10 00:00:00+00:00,2,2,12.0,8.0
2024-05-11 00:00:00+00:00,1,1,36.0,1.0
2024-05-12 00:00:00+00:00,6,3,7.0,3.0
2024-05-13 00:00:00+00:00,6,3,15.0,6.0
2024-05-14 00:00:00+00:00,5,2,40.0,9.0
2024-05-15 00:00:00+00:00,1,1,36.0,12.0
2024-05-16 00:00:00+00:00,1,1,85.0,4.0
2024-05-17 00:00:00+00:00,3,3,29.0,6.0
2024-05-18 00:00:00+00:00,2,2,4.0,3.0
2024-05-19 00:00:00+00:00,5,2,,
2024-05-20 00:00:00+00:00,1,1,1.0,1.0
