time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-11 00:00:00+00:00,2,2,51,3
2023-11-12 00:00:00+00:00,1,1,5,2
2023-11-13 00:00:00+00:00,2,2,4,2
2023-11-14 00:00:00+00:00,1,1,31,3
2023-11-15 00:00:00+00:00,1,1,9,4
2023-11-16 00:00:00+00:00,1,1,50,5
2023-11-17 00:00:00+00:00,2,2,111,16
2023-11-18 00:00:00+00:00,2,2,28,5
2023-11-19 00:00:00+00:00,1,1,6,4
2023-11-20 00:00:00+00:00,4,4,10,6
2023-11-21 00:00:00+00:00,3,3,6,3
2023-11-22 00:00:00+00:00,1,1,22,7
2023-11-23 00:00:00+00:00,1,1,20,6
2023-11-24 00:00:00+00:00,1,1,25,2
