url_path,views_total,views_unique
/Swiple/swiple,61,30
/Swiple/swiple/tree/main/backend,11,9
/Swiple/swiple/tree/a6bfa5516fb9c93af99dda01c1aa75f18d77d538/backend/app,8,1
/Swiple/swiple/blob/main/backend/Dockerfile,7,5
/Swiple/swiple/tree/main/backend/app,6,4
/Swiple/swiple/stargazers,6,2
/Swiple/swiple/discussions,5,2
/Swiple/swiple/issues,5,2
/Swiple/swiple/blob/a6bfa5516fb9c93af99dda01c1aa75f18d77d538/backend/app/api/api_v1/auth_router.py,5,1
/Swiple/swiple/blob/a6bfa5516fb9c93af99dda01c1aa75f18d77d538/backend/app/core/users.py,5,1
