time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-01 00:00:00+00:00,1,1,7,4
2023-04-02 00:00:00+00:00,21,3,2,2
2023-04-03 00:00:00+00:00,1,1,55,7
2023-04-04 00:00:00+00:00,3,3,45,6
2023-04-05 00:00:00+00:00,11,2,40,11
2023-04-06 00:00:00+00:00,2,2,102,14
2023-04-07 00:00:00+00:00,4,4,21,7
2023-04-08 00:00:00+00:00,12,3,21,3
2023-04-09 00:00:00+00:00,7,2,29,8
2023-04-10 00:00:00+00:00,4,4,66,10
2023-04-11 00:00:00+00:00,4,3,14,7
2023-04-12 00:00:00+00:00,29,5,54,7
2023-04-13 00:00:00+00:00,40,4,63,9
2023-04-14 00:00:00+00:00,1,1,143,9
