url_path,views_total,views_unique
/Swiple/swiple,87,46
/Swiple/swiple/tree/main/backend,47,14
/Swiple/swiple/tree/3e3a2dcb2cf2893c16e35ad46108b36c9d735fa9/backend/tests,38,1
/Swiple/swiple/tree/main/backend/app,35,12
/Swiple/swiple/actions,32,1
/Swiple/swiple/blob/main/backend/Dockerfile,27,17
/Swiple/swiple/blob/3e3a2dcb2cf2893c16e35ad46108b36c9d735fa9/backend/tests/test_api_v1_expectation.py,17,1
/Swiple/swiple/tree/main/backend/app/core,14,4
/Swiple/swiple/blob/main/backend/pyproject.toml,13,5
/Swiple/swiple/search,13,2
