url_path,views_total,views_unique
/Swiple/swiple,73,33
/Swiple/swiple/blob/main/backend/Dockerfile,15,11
/Swiple/swiple/actions,15,2
/Swiple/swiple/pull/61,14,2
/Swiple/swiple/pulls,9,4
/Swiple/swiple/tree/a6bfa5516fb9c93af99dda01c1aa75f18d77d538/backend/app,8,1
/Swiple/swiple/tree/main/backend,6,6
/Swiple/swiple/tree/main/docker,6,4
/Swiple/swiple/stargazers,6,3
/Swiple/swiple/pull/61/files,5,2
