url_path,views_total,views_unique
/Swiple/swiple,24,19
/Swiple/swiple/blob/main/backend/Dockerfile,16,7
/Swiple/swiple/blob/main/backend/app/core/exceptions.py,12,4
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/celery_worker.py,11,1
/Swiple/swiple/blob/main/docker-compose.yaml,8,3
/Swiple/swiple/tree/main/backend,7,2
/Swiple/swiple/tree/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/repositories,7,1
/Swiple/swiple/blob/main/docker-compose-non-dev.yaml,4,2
/Swiple/swiple/tree/main/backend/app,4,2
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/repositories/base.py,4,1
