time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-05 00:00:00+00:00,1.0,1.0,5.0,2.0
2024-04-06 00:00:00+00:00,2.0,2.0,9.0,2.0
2024-04-07 00:00:00+00:00,1.0,1.0,,
2024-04-08 00:00:00+00:00,4.0,4.0,55.0,4.0
2024-04-09 00:00:00+00:00,4.0,4.0,5.0,4.0
2024-04-10 00:00:00+00:00,5.0,5.0,7.0,4.0
2024-04-11 00:00:00+00:00,1.0,1.0,11.0,4.0
2024-04-12 00:00:00+00:00,1.0,1.0,4.0,2.0
2024-04-13 00:00:00+00:00,2.0,2.0,,
2024-04-14 00:00:00+00:00,,,2.0,2.0
2024-04-15 00:00:00+00:00,4.0,3.0,2.0,2.0
2024-04-16 00:00:00+00:00,1.0,1.0,5.0,3.0
2024-04-17 00:00:00+00:00,5.0,2.0,29.0,7.0
2024-04-18 00:00:00+00:00,,,24.0,2.0
