url_path,views_total,views_unique
/Swiple/swiple,77,35
/Swiple/swiple/tree/main/backend,34,13
/Swiple/swiple/blob/ab880ad6f66ce13bd6f6ef3326e76db8180ebb49/backend/app/core/runner.py,27,1
/Swiple/swiple/tree/main/backend/app,21,9
/Swiple/swiple/blob/main/backend/Dockerfile,20,10
/Swiple/swiple/pulls,13,3
/Swiple/swiple/tree/main/frontend,10,6
/Swiple/swiple/blob/ab880ad6f66ce13bd6f6ef3326e76db8180ebb49/backend/app/utils.py,9,1
/Swiple/swiple/tree/main/backend/app/core,8,6
/Swiple/swiple/actions,8,1
