url_path,views_total,views_unique
/Swiple/swiple/blob/main/backend/Dockerfile,9,5
/Swiple/swiple,6,6
/Swiple/swiple/blob/main/backend/pyproject.toml,1,1
/Swiple/swiple/blob/main/README.md,1,1
/Swiple/swiple/releases,1,1
