url_path,views_total,views_unique
/Swiple/swiple,21,20
/Swiple/swiple/blob/main/backend/Dockerfile,11,3
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/pyproject.toml,6,1
/Swiple/swiple/tree/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend,6,1
/Swiple/swiple/tree/35c639a6773c39ef08cbf4becde6ac56f9e82e54/docker,6,1
/Swiple/swiple/tree/main/docs,4,2
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/Dockerfile,4,1
/Swiple/swiple/blob/main/backend/main.py,3,1
/Swiple/swiple/blob/main/docs/docs/getting-started/quick-start.md,2,1
/Swiple/swiple/blob/main/LICENSE.md,2,1
