url_path,views_total,views_unique
/Swiple/swiple,90,46
/Swiple/swiple/tree/main/backend,38,13
/Swiple/swiple/actions,32,1
/Swiple/swiple/tree/main/backend/app,27,12
/Swiple/swiple/blob/main/backend/Dockerfile,26,17
/Swiple/swiple/tree/3e3a2dcb2cf2893c16e35ad46108b36c9d735fa9/backend/tests,22,1
/Swiple/swiple/pulls,13,3
/Swiple/swiple/blob/3e3a2dcb2cf2893c16e35ad46108b36c9d735fa9/backend/tests/test_api_v1_expectation.py,13,1
/Swiple/swiple/tree/main/frontend,12,6
/Swiple/swiple/blob/main/backend/pyproject.toml,10,4
