time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-05 00:00:00+00:00,58.0,3.0,98,4
2023-03-06 00:00:00+00:00,39.0,5.0,144,12
2023-03-07 00:00:00+00:00,2.0,2.0,23,9
2023-03-08 00:00:00+00:00,10.0,4.0,43,7
2023-03-09 00:00:00+00:00,3.0,2.0,10,5
2023-03-10 00:00:00+00:00,2.0,2.0,41,5
2023-03-11 00:00:00+00:00,1.0,1.0,3,2
2023-03-12 00:00:00+00:00,11.0,2.0,31,2
2023-03-13 00:00:00+00:00,2.0,2.0,52,5
2023-03-14 00:00:00+00:00,3.0,2.0,9,5
2023-03-15 00:00:00+00:00,1.0,1.0,48,10
2023-03-16 00:00:00+00:00,1.0,1.0,9,5
2023-03-17 00:00:00+00:00,2.0,2.0,6,6
2023-03-18 00:00:00+00:00,,,2,2
