time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-11 00:00:00+00:00,2,2,4.0,4.0
2023-07-12 00:00:00+00:00,1,1,35.0,4.0
2023-07-13 00:00:00+00:00,1,1,2.0,2.0
2023-07-14 00:00:00+00:00,1,1,4.0,3.0
2023-07-15 00:00:00+00:00,1,1,10.0,4.0
2023-07-16 00:00:00+00:00,1,1,22.0,3.0
2023-07-17 00:00:00+00:00,2,2,52.0,3.0
2023-07-18 00:00:00+00:00,2,2,16.0,4.0
2023-07-19 00:00:00+00:00,3,2,94.0,8.0
2023-07-20 00:00:00+00:00,1,1,49.0,5.0
2023-07-21 00:00:00+00:00,1,1,6.0,2.0
2023-07-22 00:00:00+00:00,1,1,5.0,4.0
2023-07-23 00:00:00+00:00,1,1,17.0,3.0
2023-07-24 00:00:00+00:00,2,2,,
