url_path,views_total,views_unique
/Swiple/swiple,19,14
/Swiple/swiple/tree/main/backend,9,4
/Swiple/swiple/tree/main/backend/tests,9,3
/Swiple/swiple/blob/main/backend/Dockerfile,7,5
/Swiple/swiple/blob/main/backend/pyproject.toml,5,3
/Swiple/swiple/tree/main/backend/app,3,2
/Swiple/swiple/tree/main/backend/app/api,3,2
/Swiple/swiple/tree/main/backend/app/api/api_v1,3,2
/Swiple/swiple/blob/main/backend/tests/test_api_v1_task.py,2,1
/Swiple/swiple/blob/main/backend/app/api/api_v1/endpoints/task.py,1,1
