time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-22 00:00:00+00:00,4,4,1.0,1.0
2025-11-23 00:00:00+00:00,4,4,,
2025-11-24 00:00:00+00:00,3,3,1.0,1.0
2025-11-25 00:00:00+00:00,2,2,,
2025-11-26 00:00:00+00:00,11,11,1.0,1.0
2025-11-27 00:00:00+00:00,2,2,3.0,3.0
2025-11-28 00:00:00+00:00,4,4,2.0,1.0
2025-11-29 00:00:00+00:00,2,2,19.0,3.0
2025-11-30 00:00:00+00:00,2,2,6.0,5.0
2025-12-01 00:00:00+00:00,37,10,2.0,1.0
2025-12-02 00:00:00+00:00,10,6,4.0,3.0
2025-12-03 00:00:00+00:00,96,20,4.0,1.0
2025-12-04 00:00:00+00:00,3,3,5.0,5.0
2025-12-05 00:00:00+00:00,3,3,1.0,1.0
