time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-31 00:00:00+00:00,2.0,2.0,4,3
2022-11-01 00:00:00+00:00,4.0,4.0,34,3
2022-11-02 00:00:00+00:00,3.0,3.0,18,6
2022-11-03 00:00:00+00:00,15.0,6.0,36,5
2022-11-04 00:00:00+00:00,3.0,3.0,29,4
2022-11-05 00:00:00+00:00,3.0,3.0,7,2
2022-11-06 00:00:00+00:00,2.0,2.0,25,3
2022-11-07 00:00:00+00:00,15.0,5.0,44,4
2022-11-08 00:00:00+00:00,12.0,3.0,37,13
2022-11-09 00:00:00+00:00,6.0,6.0,22,5
2022-11-10 00:00:00+00:00,4.0,4.0,25,6
2022-11-11 00:00:00+00:00,4.0,4.0,8,4
2022-11-12 00:00:00+00:00,3.0,3.0,5,2
2022-11-13 00:00:00+00:00,,,3,1
