time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-04 00:00:00+00:00,2,2,101,9
2023-05-05 00:00:00+00:00,1,1,93,11
2023-05-06 00:00:00+00:00,3,2,30,3
2023-05-07 00:00:00+00:00,1,1,4,2
2023-05-08 00:00:00+00:00,3,3,26,7
2023-05-09 00:00:00+00:00,2,2,19,4
2023-05-10 00:00:00+00:00,8,5,54,17
2023-05-11 00:00:00+00:00,1,1,52,12
2023-05-12 00:00:00+00:00,1,1,33,9
2023-05-13 00:00:00+00:00,1,1,14,5
2023-05-14 00:00:00+00:00,1,1,2,1
2023-05-15 00:00:00+00:00,3,2,32,6
2023-05-16 00:00:00+00:00,1,1,198,11
2023-05-17 00:00:00+00:00,3,3,16,6
