url_path,views_total,views_unique
/Swiple/swiple/blob/main/backend/Dockerfile,34,8
/Swiple/swiple,24,19
/Swiple/swiple/blame/main/docs/docusaurus.config.js,5,1
/Swiple/swiple/tree/main/docs,4,2
/Swiple/swiple/issues,3,3
/Swiple/swiple/blob/main/docs/docusaurus.config.js,3,1
/Swiple/swiple/tree/main/backend,3,1
/Swiple/swiple/projects,2,2
/Swiple/swiple/blob/main/LICENSE.md,2,1
/Swiple/swiple/tree/github-repo-stats,2,1
