url_path,views_total,views_unique
/Swiple/swiple,80,39
/Swiple/swiple/blob/main/backend/Dockerfile,24,7
/Swiple/swiple/actions,10,8
/Swiple/swiple/tree/main/backend,7,2
/Swiple/swiple/issues,6,5
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/frontend/src/App.jsx,6,1
/Swiple/swiple/blob/main/frontend/src/components/Layout.jsx,6,1
/Swiple/swiple/blob/main/docs/static/img/logo-slogan.svg,4,2
/Swiple/swiple/tree/main/docs,4,2
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/frontend/src/Auth.jsx,4,1
