url_path,views_total,views_unique
/Swiple/swiple,62,32
/Swiple/swiple/blob/main/backend/Dockerfile,13,8
/Swiple/swiple/tree/main/backend,11,9
/Swiple/swiple/tree/a6bfa5516fb9c93af99dda01c1aa75f18d77d538/backend/app,8,1
/Swiple/swiple/tree/main/backend/app,5,3
/Swiple/swiple/tree/main/docker,5,3
/Swiple/swiple/stargazers,5,2
/Swiple/swiple/blob/a6bfa5516fb9c93af99dda01c1aa75f18d77d538/backend/app/api/api_v1/auth_router.py,5,1
/Swiple/swiple/blob/a6bfa5516fb9c93af99dda01c1aa75f18d77d538/backend/app/core/users.py,5,1
/Swiple/swiple/tree/a6bfa5516fb9c93af99dda01c1aa75f18d77d538/backend/app/api/api_v1,5,1
