time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-02 00:00:00+00:00,23,10,5,2
2026-02-03 00:00:00+00:00,15,7,0,0
2026-02-04 00:00:00+00:00,14,6,4,3
2026-02-05 00:00:00+00:00,12,8,8,7
2026-02-06 00:00:00+00:00,7,3,2,2
2026-02-07 00:00:00+00:00,5,5,2,1
2026-02-08 00:00:00+00:00,22,10,2,2
2026-02-09 00:00:00+00:00,14,6,2,2
2026-02-10 00:00:00+00:00,4,4,3,2
2026-02-11 00:00:00+00:00,11,3,2,2
2026-02-12 00:00:00+00:00,3,3,0,0
2026-02-13 00:00:00+00:00,18,10,0,0
2026-02-14 00:00:00+00:00,9,4,1,1
2026-02-15 00:00:00+00:00,17,9,0,0
