url_path,views_total,views_unique
/Swiple/swiple,19,13
/Swiple/swiple/blob/main/backend/Dockerfile,11,10
/Swiple/swiple/tree/main/docker,3,1
/Swiple/swiple/blob/main/docs/docs/getting-started/quick-start.md,2,1
/Swiple/swiple/blob/main/docs/docs/getting-started/start-developing.md,2,1
/Swiple/swiple/issues,2,1
/Swiple/swiple/tree/main,2,1
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/.github/workflows/deploy-swiple-website.yml,1,1
/Swiple/swiple/blob/main/backend/main.py,1,1
/Swiple/swiple/blob/main/docker-compose-dbs.yaml,1,1
