url_path,views_total,views_unique
/Swiple/swiple,39,28
/Swiple/swiple/blob/main/backend/Dockerfile,36,10
/Swiple/swiple/tree/main/backend,14,4
/Swiple/swiple/tree/main/docs,10,2
/Swiple/swiple/blob/main/backend/pyproject.toml,7,3
/Swiple/swiple/tree/main/backend/app,7,3
/Swiple/swiple/blob/main/backend/app/api/api_v1/endpoints/destination.py,6,1
/Swiple/swiple/blob/main/backend/app/api/api_v1/scheduler_router.py,6,1
/Swiple/swiple/blob/main/backend/app/repositories/base.py,6,1
/Swiple/swiple/tree/main/docs/src,5,2
