time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-24 00:00:00+00:00,3.0,2.0,27,5
2024-07-25 00:00:00+00:00,3.0,1.0,1,1
2024-07-26 00:00:00+00:00,,,5,4
2024-07-28 00:00:00+00:00,2.0,1.0,2,1
2024-07-29 00:00:00+00:00,,,5,1
2024-07-30 00:00:00+00:00,,,4,2
2024-07-31 00:00:00+00:00,1.0,1.0,4,2
2024-08-01 00:00:00+00:00,,,8,2
2024-08-02 00:00:00+00:00,1.0,1.0,1,1
2024-08-03 00:00:00+00:00,2.0,2.0,8,3
2024-08-04 00:00:00+00:00,,,2,1
2024-08-05 00:00:00+00:00,1.0,1.0,7,4
2024-08-06 00:00:00+00:00,,,8,1
