url_path,views_total,views_unique
/Swiple/swiple,68,28
/Swiple/swiple/tree/main/backend,31,11
/Swiple/swiple/blob/ab880ad6f66ce13bd6f6ef3326e76db8180ebb49/backend/app/core/runner.py,27,1
/Swiple/swiple/tree/main/backend/app,23,9
/Swiple/swiple/blob/main/backend/Dockerfile,16,11
/Swiple/swiple/tree/main/frontend,11,7
/Swiple/swiple/pulls,9,3
/Swiple/swiple/blob/ab880ad6f66ce13bd6f6ef3326e76db8180ebb49/backend/app/utils.py,9,1
/Swiple/swiple/tree/main/backend/app/core,8,5
/Swiple/swiple/tree/main/frontend/src,7,4
