url_path,views_total,views_unique
/Swiple/swiple,36,27
/Swiple/swiple/blob/main/backend/Dockerfile,12,8
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/frontend/src/Auth.jsx,9,1
/Swiple/swiple/tree/main/backend/app/models,8,1
/Swiple/swiple/tree/main/docs,4,2
/Swiple/swiple/tree/main/docs/docs,3,1
/Swiple/swiple/tree/main/docs/docs/tutorials,3,1
/Swiple/swiple/issues,2,2
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/frontend/src/Routes.jsx,2,1
/Swiple/swiple/blob/main/backend/app/core/sample.py,2,1
