url_path,views_total,views_unique
/Swiple/swiple,42,33
/Swiple/swiple/blob/main/backend/Dockerfile,32,13
/Swiple/swiple/tree/main/backend/app,31,7
/Swiple/swiple/tree/main/backend,25,6
/Swiple/swiple/tree/main/backend/app/core,16,3
/Swiple/swiple/tree/main/backend/app/models,8,3
/Swiple/swiple/blob/main/backend/poetry.lock,8,2
/Swiple/swiple/blob/main/backend/app/db/client.py,7,3
/Swiple/swiple/blob/main/backend/app/core/runner.py,7,2
/Swiple/swiple/tree/main/docs,6,3
