url_path,views_total,views_unique
/Swiple/swiple,35,26
/Swiple/swiple/blob/main/backend/Dockerfile,8,5
/Swiple/swiple/blob/main/LICENSE.md,5,4
/Swiple/swiple/tree/main/backend,4,2
/Swiple/swiple/blob/main/backend/app/models/types.py,4,1
/Swiple/swiple/blob/main/docker-compose.yaml,4,1
/Swiple/swiple/tree/main/backend/app,2,2
/Swiple/swiple/tree/main/docker,2,2
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/api/api_v1/auth_router.py,2,1
/Swiple/swiple/blob/main/backend/app/worker/backends/opensearch.py,2,1
