time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-27 00:00:00+00:00,3,3,33.0,6.0
2022-12-28 00:00:00+00:00,3,3,90.0,4.0
2022-12-29 00:00:00+00:00,5,5,19.0,4.0
2022-12-30 00:00:00+00:00,2,2,2.0,2.0
2022-12-31 00:00:00+00:00,25,3,58.0,1.0
2023-01-01 00:00:00+00:00,3,3,18.0,1.0
2023-01-02 00:00:00+00:00,3,3,,
2023-01-03 00:00:00+00:00,6,4,30.0,7.0
2023-01-04 00:00:00+00:00,6,6,49.0,7.0
2023-01-05 00:00:00+00:00,4,2,92.0,6.0
2023-01-06 00:00:00+00:00,3,3,30.0,4.0
2023-01-07 00:00:00+00:00,2,2,1.0,1.0
2023-01-08 00:00:00+00:00,4,4,,
2023-01-09 00:00:00+00:00,1,1,12.0,7.0
