time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-12 00:00:00+00:00,7,7,1,1
2025-10-13 00:00:00+00:00,4,3,4,3
2025-10-14 00:00:00+00:00,25,6,12,3
2025-10-15 00:00:00+00:00,22,11,6,6
2025-10-16 00:00:00+00:00,9,4,1,1
2025-10-17 00:00:00+00:00,7,2,2,2
2025-10-18 00:00:00+00:00,1,1,1,1
2025-10-19 00:00:00+00:00,15,5,1,1
2025-10-20 00:00:00+00:00,1,1,1,1
2025-10-21 00:00:00+00:00,14,9,21,11
2025-10-22 00:00:00+00:00,14,4,7,4
2025-10-23 00:00:00+00:00,9,4,1,1
2025-10-24 00:00:00+00:00,13,6,1,1
2025-10-25 00:00:00+00:00,3,3,1,1
