url_path,views_total,views_unique
/Swiple/swiple,65,33
/Swiple/swiple/blob/ab880ad6f66ce13bd6f6ef3326e76db8180ebb49/backend/app/core/runner.py,25,1
/Swiple/swiple/tree/main/backend,20,10
/Swiple/swiple/tree/main/backend/app,16,7
/Swiple/swiple/tree/main/frontend,12,8
/Swiple/swiple/blob/ab880ad6f66ce13bd6f6ef3326e76db8180ebb49/backend/app/utils.py,9,1
/Swiple/swiple/blob/main/backend/Dockerfile,8,6
/Swiple/swiple/tree/main/frontend/src,8,4
/Swiple/swiple/pulls,6,3
/Swiple/swiple/tree/main/backend/app/core,6,3
