time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-13 00:00:00+00:00,2,2,7,3
2022-12-14 00:00:00+00:00,2,2,18,5
2022-12-15 00:00:00+00:00,2,2,20,8
2022-12-16 00:00:00+00:00,11,3,58,12
2022-12-17 00:00:00+00:00,2,2,2,1
2022-12-18 00:00:00+00:00,2,2,40,1
2022-12-19 00:00:00+00:00,3,3,8,3
2022-12-20 00:00:00+00:00,5,5,68,5
2022-12-21 00:00:00+00:00,3,3,14,2
2022-12-22 00:00:00+00:00,3,3,60,7
2022-12-23 00:00:00+00:00,4,4,57,3
2022-12-24 00:00:00+00:00,4,4,2,1
2022-12-25 00:00:00+00:00,3,3,1,1
2022-12-26 00:00:00+00:00,2,1,3,1
