time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-10 00:00:00+00:00,1.0,1.0,12,2
2023-12-11 00:00:00+00:00,2.0,2.0,20,4
2023-12-12 00:00:00+00:00,1.0,1.0,25,5
2023-12-13 00:00:00+00:00,1.0,1.0,7,3
2023-12-14 00:00:00+00:00,3.0,3.0,11,4
2023-12-15 00:00:00+00:00,2.0,2.0,6,3
2023-12-16 00:00:00+00:00,1.0,1.0,3,2
2023-12-17 00:00:00+00:00,1.0,1.0,5,3
2023-12-18 00:00:00+00:00,2.0,2.0,14,4
2023-12-19 00:00:00+00:00,1.0,1.0,4,3
2023-12-20 00:00:00+00:00,2.0,2.0,28,3
2023-12-21 00:00:00+00:00,2.0,2.0,3,3
2023-12-22 00:00:00+00:00,2.0,2.0,14,1
2023-12-23 00:00:00+00:00,,,3,2
