time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-22 00:00:00+00:00,1.0,1.0,1,1
2024-11-23 00:00:00+00:00,2.0,2.0,2,1
2024-11-24 00:00:00+00:00,,,11,4
2024-11-25 00:00:00+00:00,2.0,1.0,14,2
2024-11-26 00:00:00+00:00,1.0,1.0,2,2
2024-11-27 00:00:00+00:00,2.0,1.0,12,6
2024-11-28 00:00:00+00:00,,,6,6
2024-11-29 00:00:00+00:00,,,14,4
2024-11-30 00:00:00+00:00,3.0,2.0,1,1
2024-12-01 00:00:00+00:00,,,2,2
2024-12-02 00:00:00+00:00,4.0,2.0,6,5
2024-12-03 00:00:00+00:00,2.0,1.0,2,2
2024-12-04 00:00:00+00:00,1.0,1.0,2,2
2024-12-05 00:00:00+00:00,,,1,1
