time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-13 00:00:00+00:00,2.0,2.0,3,1
2022-11-14 00:00:00+00:00,20.0,8.0,12,2
2022-11-15 00:00:00+00:00,2.0,2.0,42,12
2022-11-16 00:00:00+00:00,2.0,2.0,11,6
2022-11-17 00:00:00+00:00,4.0,4.0,54,4
2022-11-18 00:00:00+00:00,4.0,4.0,71,9
2022-11-19 00:00:00+00:00,17.0,6.0,19,4
2022-11-20 00:00:00+00:00,2.0,2.0,15,2
2022-11-21 00:00:00+00:00,4.0,3.0,29,3
2022-11-22 00:00:00+00:00,4.0,3.0,13,7
2022-11-23 00:00:00+00:00,2.0,2.0,69,4
2022-11-24 00:00:00+00:00,4.0,4.0,13,6
2022-11-25 00:00:00+00:00,3.0,3.0,13,3
2022-11-26 00:00:00+00:00,,,6,2
