time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-29 00:00:00+00:00,5,5,1.0,1.0
2025-09-30 00:00:00+00:00,6,6,7.0,6.0
2025-10-01 00:00:00+00:00,5,5,15.0,3.0
2025-10-02 00:00:00+00:00,1,1,1.0,1.0
2025-10-03 00:00:00+00:00,4,4,2.0,2.0
2025-10-04 00:00:00+00:00,1,1,3.0,2.0
2025-10-05 00:00:00+00:00,3,3,,
2025-10-06 00:00:00+00:00,7,6,2.0,2.0
2025-10-07 00:00:00+00:00,4,4,17.0,4.0
2025-10-08 00:00:00+00:00,4,4,1.0,1.0
2025-10-09 00:00:00+00:00,7,6,1.0,1.0
2025-10-10 00:00:00+00:00,8,8,2.0,2.0
2025-10-11 00:00:00+00:00,9,9,,
2025-10-12 00:00:00+00:00,3,3,1.0,1.0
