time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-02 00:00:00+00:00,1.0,1.0,5,3
2024-07-03 00:00:00+00:00,,,1,1
2024-07-04 00:00:00+00:00,1.0,1.0,29,7
2024-07-05 00:00:00+00:00,3.0,1.0,7,5
2024-07-06 00:00:00+00:00,,,2,1
2024-07-08 00:00:00+00:00,1.0,1.0,4,3
2024-07-09 00:00:00+00:00,1.0,1.0,9,4
2024-07-10 00:00:00+00:00,,,8,4
2024-07-11 00:00:00+00:00,5.0,2.0,6,3
2024-07-12 00:00:00+00:00,,,4,3
2024-07-13 00:00:00+00:00,,,29,1
2024-07-14 00:00:00+00:00,,,3,2
2024-07-15 00:00:00+00:00,2.0,2.0,17,6
