time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-09 00:00:00+00:00,1.0,1.0,9,4
2024-07-10 00:00:00+00:00,,,8,4
2024-07-11 00:00:00+00:00,5.0,2.0,6,3
2024-07-12 00:00:00+00:00,,,4,3
2024-07-13 00:00:00+00:00,,,29,1
2024-07-14 00:00:00+00:00,,,3,2
2024-07-15 00:00:00+00:00,3.0,3.0,17,6
2024-07-16 00:00:00+00:00,1.0,1.0,16,3
2024-07-17 00:00:00+00:00,2.0,1.0,24,6
2024-07-18 00:00:00+00:00,3.0,1.0,18,7
2024-07-19 00:00:00+00:00,,,26,4
2024-07-20 00:00:00+00:00,,,1,1
2024-07-22 00:00:00+00:00,1.0,1.0,21,7
