time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-05 00:00:00+00:00,2,2,3,2
2023-02-06 00:00:00+00:00,3,3,16,4
2023-02-07 00:00:00+00:00,15,5,37,5
2023-02-08 00:00:00+00:00,5,3,20,4
2023-02-09 00:00:00+00:00,8,6,8,3
2023-02-10 00:00:00+00:00,5,3,1,1
2023-02-11 00:00:00+00:00,5,3,1,1
2023-02-12 00:00:00+00:00,4,3,13,4
2023-02-13 00:00:00+00:00,3,3,27,6
2023-02-14 00:00:00+00:00,16,3,69,7
2023-02-15 00:00:00+00:00,19,4,13,5
2023-02-16 00:00:00+00:00,34,2,16,8
2023-02-17 00:00:00+00:00,45,2,37,7
2023-02-18 00:00:00+00:00,33,1,109,9
