time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-04 00:00:00+00:00,3,3,,
2023-02-05 00:00:00+00:00,2,2,3.0,2.0
2023-02-06 00:00:00+00:00,3,3,16.0,4.0
2023-02-07 00:00:00+00:00,15,5,37.0,5.0
2023-02-08 00:00:00+00:00,5,3,20.0,4.0
2023-02-09 00:00:00+00:00,8,6,8.0,3.0
2023-02-10 00:00:00+00:00,5,3,1.0,1.0
2023-02-11 00:00:00+00:00,5,3,1.0,1.0
2023-02-12 00:00:00+00:00,4,3,13.0,4.0
2023-02-13 00:00:00+00:00,3,3,27.0,6.0
2023-02-14 00:00:00+00:00,16,3,69.0,7.0
2023-02-15 00:00:00+00:00,19,4,13.0,5.0
2023-02-16 00:00:00+00:00,34,2,16.0,8.0
2023-02-17 00:00:00+00:00,40,1,36.0,6.0
