url_path,views_total,views_unique
/Swiple/swiple,17,15
/Swiple/swiple/blob/main/backend/Dockerfile,8,8
/Swiple/swiple/commit/40ffb190fc85c58765adf244b8ce1fb6d46fe4e5,2,2
/Swiple/swiple/discussions,2,2
/Swiple/swiple/issues,2,2
/Swiple/swiple/actions/runs/13958544870/workflow,1,1
/Swiple/swiple/activity,1,1
/Swiple/swiple/commit/1a4190457ee5fc4b54b3df535473c11a030358cd,1,1
/Swiple/swiple/commit/35c639a6773c39ef08cbf4becde6ac56f9e82e54,1,1
/Swiple/swiple/commit/5719b7bf415d4914b55f7aeb621b488da1b61e88,1,1
