url_path,views_total,views_unique
/Swiple/swiple,32,27
/Swiple/swiple/blob/main/backend/Dockerfile,25,11
/Swiple/swiple/tree/main/backend/app,21,2
/Swiple/swiple/tree/main/backend,11,3
/Swiple/swiple/tree/main/backend/app/core,9,2
/Swiple/swiple/tree/main/docs,7,2
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/api/api_v1/auth_router.py,6,1
/Swiple/swiple/tree/main/backend/app/db,5,2
/Swiple/swiple/tree/main/docs/docs,5,1
/Swiple/swiple/tree/main/backend/app/scripts,4,1
