time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-25 00:00:00+00:00,1,1,44,4
2024-02-26 00:00:00+00:00,3,3,6,4
2024-02-27 00:00:00+00:00,1,1,5,3
2024-02-28 00:00:00+00:00,1,1,3,3
2024-02-29 00:00:00+00:00,2,2,16,6
2024-03-01 00:00:00+00:00,1,1,16,6
2024-03-02 00:00:00+00:00,1,1,3,2
2024-03-03 00:00:00+00:00,1,1,6,2
2024-03-04 00:00:00+00:00,3,3,88,6
2024-03-05 00:00:00+00:00,4,4,11,6
2024-03-06 00:00:00+00:00,1,1,6,5
2024-03-07 00:00:00+00:00,2,2,17,8
2024-03-08 00:00:00+00:00,1,1,1,1
2024-03-09 00:00:00+00:00,1,1,3,2
