time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-09 00:00:00+00:00,4,3,8,5
2023-10-10 00:00:00+00:00,25,2,29,4
2023-10-11 00:00:00+00:00,1,1,38,3
2023-10-12 00:00:00+00:00,3,2,9,4
2023-10-13 00:00:00+00:00,4,2,16,4
2023-10-14 00:00:00+00:00,1,1,9,4
2023-10-15 00:00:00+00:00,2,2,9,6
2023-10-16 00:00:00+00:00,2,2,11,5
2023-10-17 00:00:00+00:00,1,1,33,7
2023-10-18 00:00:00+00:00,1,1,35,9
2023-10-19 00:00:00+00:00,3,2,11,5
2023-10-20 00:00:00+00:00,2,2,44,6
2023-10-21 00:00:00+00:00,2,2,2,1
