time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-23 00:00:00+00:00,1,1,6,5
2024-04-24 00:00:00+00:00,5,2,68,5
2024-04-25 00:00:00+00:00,2,2,5,4
2024-04-26 00:00:00+00:00,2,2,10,2
2024-04-27 00:00:00+00:00,1,1,63,4
2024-04-28 00:00:00+00:00,1,1,25,2
2024-04-29 00:00:00+00:00,5,4,22,5
2024-04-30 00:00:00+00:00,2,2,8,4
2024-05-01 00:00:00+00:00,1,1,10,2
2024-05-02 00:00:00+00:00,3,2,5,4
2024-05-03 00:00:00+00:00,1,1,9,6
2024-05-04 00:00:00+00:00,7,3,9,1
2024-05-05 00:00:00+00:00,4,3,42,6
2024-05-06 00:00:00+00:00,2,2,23,10
