time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-24 00:00:00+00:00,69,5,49.0,10.0
2023-01-25 00:00:00+00:00,15,4,32.0,9.0
2023-01-26 00:00:00+00:00,29,4,32.0,2.0
2023-01-27 00:00:00+00:00,6,3,32.0,5.0
2023-01-28 00:00:00+00:00,6,4,10.0,5.0
2023-01-29 00:00:00+00:00,20,5,9.0,3.0
2023-01-30 00:00:00+00:00,8,4,30.0,8.0
2023-01-31 00:00:00+00:00,32,7,43.0,11.0
2023-02-01 00:00:00+00:00,20,5,37.0,7.0
2023-02-02 00:00:00+00:00,16,3,78.0,6.0
2023-02-03 00:00:00+00:00,8,5,122.0,8.0
2023-02-04 00:00:00+00:00,3,3,,
2023-02-05 00:00:00+00:00,2,2,3.0,2.0
2023-02-06 00:00:00+00:00,1,1,8.0,4.0
