time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-16 00:00:00+00:00,,,1,1
2024-09-17 00:00:00+00:00,,,2,2
2024-09-18 00:00:00+00:00,1.0,1.0,7,3
2024-09-19 00:00:00+00:00,,,17,4
2024-09-20 00:00:00+00:00,2.0,1.0,27,8
2024-09-21 00:00:00+00:00,1.0,1.0,13,5
2024-09-22 00:00:00+00:00,,,4,2
2024-09-23 00:00:00+00:00,3.0,2.0,13,3
2024-09-24 00:00:00+00:00,,,7,4
2024-09-25 00:00:00+00:00,,,8,5
2024-09-26 00:00:00+00:00,4.0,1.0,10,3
2024-09-27 00:00:00+00:00,,,5,4
2024-09-28 00:00:00+00:00,2.0,1.0,5,4
2024-09-29 00:00:00+00:00,,,2,1
