url_path,views_total,views_unique
/Swiple/swiple,80,36
/Swiple/swiple/tree/main/backend,48,11
/Swiple/swiple/tree/main/backend/app,36,9
/Swiple/swiple/blob/main/backend/Dockerfile,34,20
/Swiple/swiple/blob/main/backend/app/main.py,16,5
/Swiple/swiple/tree/3e3a2dcb2cf2893c16e35ad46108b36c9d735fa9/backend/tests,16,1
/Swiple/swiple/tree/main/.github,14,2
/Swiple/swiple/tree/main/backend/app/core,13,3
/Swiple/swiple/blob/main/backend/main.py,12,5
/Swiple/swiple/blob/main/backend/pyproject.toml,12,5
