url_path,views_total,views_unique
/Swiple/swiple,44,35
/Swiple/swiple/blob/main/backend/Dockerfile,23,8
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/api/api_v1/auth_router.py,22,2
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/main.py,11,2
/Swiple/swiple/blob/main/docker/.env,10,1
/Swiple/swiple/tree/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app,9,1
/Swiple/swiple/blob/main/docker/.env-local,8,1
/Swiple/swiple/tree/main/backend,7,3
/Swiple/swiple/blob/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app/core/users.py,7,1
/Swiple/swiple/blob/main/backend/pyproject.toml,4,2
