url_path,views_total,views_unique
/Swiple/swiple,103,55
/Swiple/swiple/tree/main/backend/app,65,15
/Swiple/swiple/tree/main/backend,61,16
/Swiple/swiple/blob/main/backend/Dockerfile,45,20
/Swiple/swiple/tree/main/backend/app/core,20,5
/Swiple/swiple/tree/main/backend/app/models,17,9
/Swiple/swiple/blob/main/backend/main.py,13,4
/Swiple/swiple/tree/35c639a6773c39ef08cbf4becde6ac56f9e82e54/backend/app,12,1
/Swiple/swiple/tree/main/backend/tests,11,7
/Swiple/swiple/tree/main/backend/app/api/api_v1/endpoints,11,1
